label,raw_map50_95,map50,map50_95,validation_inference_ms,finetune_seconds,peak_allocated_mb,best_weights,parameters,gmacs,round_medians_ms,latency_median_ms,latency_p90_ms,sample_count,batch,imgsz,precision,fused,scope,parameter_reduction,compute_reduction,model_mb
greedy,0.4373722098236002,0.592880326723743,0.42881480762533863,0.7593657044009887,3257.714198367001,31587.95776,/root/YOLO/runs/prune/experiment10_coco2017_greedy/20260909_133307/finetune/greedy/weights/best.pt,9273984,10.6709312,"[5.287935972213745, 5.495807886123657, 5.4620161056518555, 5.449727773666382, 5.438976049423218]",5.4410240650177,5.5951361656188965,250,1,640,float32,True,network_forward_excluding_preprocess_and_nms,0.01953407806865004,0.011864737254148938,18.846106
